clubName,leagueName,countryName,clubLogo,countryFlag
Corinthians,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Corinthians.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Iceland,,Iceland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Iceland.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Iceland.png
Jeonbuk Hyundai Motors,Korean K League 1,Korea Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Jeonbuk+Hyundai+Motors.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Korea+Republic.png
Universidad de Chile,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Universidad+de+Chile.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
St. Johnstone FC,Scottish Premiership,Scotland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/St.+Johnstone+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Scotland.png
Cracovia,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Cracovia.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
Caracas FC,Venezuelan Primera División,Venezuela,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Caracas+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Venezuela.png
Bolivia,,Bolivia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Bolivia.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Bolivia.png
Unión La Calera,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Unión+La+Calera.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Aragua FC,Venezuelan Primera División,Venezuela,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Aragua+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Venezuela.png
Liverpool Fútbol Club,Uruguayan Primera División,Uruguay,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Liverpool+Fútbol+Club.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Uruguay.png
Al Ain FC,UAE Arabian Gulf League,United Arab Emirates,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Al+Ain+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+Arab+Emirates.png
Falkenbergs FF,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Falkenbergs+FF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
Östersunds FK,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Östersunds+FK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
St. Patrick's Athletic,Rep. Ireland Airtricity League,Republic of Ireland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/St.+Patrick's+Athletic.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Republic+of+Ireland.png
Racing Santander,Spanish Segunda División,Spain,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Racing+Santander.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Spain.png
Colorado Rapids,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Colorado+Rapids.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
Hammarby IF,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Hammarby+IF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
Shelbourne FC,Rep. Ireland Airtricity League,Republic of Ireland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Shelbourne+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Republic+of+Ireland.png
SK Brann,Norwegian Eliteserien,Norway,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SK+Brann.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Norway.png
Atiker Konyaspor,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Atiker+Konyaspor.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
Club Necaxa,Mexican Liga MX,Mexico,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Club+Necaxa.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Mexico.png
Patronato,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Patronato.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
LDU Quito,Ecuadorian Serie A,Ecuador,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/LDU+Quito.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Ecuador.png
Liverpool Fútbol Club,Uruguayan Primera División,Uruguay,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Liverpool+Fútbol+Club.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Uruguay.png
Ross County FC,Scottish Premiership,Scotland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Ross+County+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Scotland.png
Chicago Fire,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Chicago+Fire.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
Suwon Samsung Bluewings,Korean K League 1,Korea Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Suwon+Samsung+Bluewings.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Korea+Republic.png
Club Athletico Paranaense,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Club+Athletico+Paranaense.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
China PR,,China PR,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/China+PR.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/China+PR.png
Kalmar FF,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Kalmar+FF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
Daegu FC,Korean K League 1,Korea Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Daegu+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Korea+Republic.png
Jorge Wilstermann,Liga de Fútbol Profesional Boliviano,Bolivia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Jorge+Wilstermann.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Bolivia.png
Emelec,Ecuadorian Serie A,Ecuador,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Emelec.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Ecuador.png
Piast Gliwice,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Piast+Gliwice.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
Finn Harps,Rep. Ireland Airtricity League,Republic of Ireland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Finn+Harps.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Republic+of+Ireland.png
Tianjin TEDA FC,Chinese Super League,China PR,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Tianjin+TEDA+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/China+PR.png
Hokkaido Consadole Sapporo,Japanese J. League Division 1,Japan,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Hokkaido+Consadole+Sapporo.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Japan.png
Academica Clinceni,Romanian Liga I,Romania,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Academica+Clinceni.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Romania.png
IK Sirius,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/IK+Sirius.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
Stal Mielec,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Stal+Mielec.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
Odds BK,Norwegian Eliteserien,Norway,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Odds+BK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Norway.png
Denizlispor,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Denizlispor.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
TSV Hartberg,Austrian Football Bundesliga,Austria,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/TSV+Hartberg.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Austria.png
Deportivo Cali,Colombian Liga Postobón,Colombia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Deportivo+Cali.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Colombia.png
SV Meppen,German 3. Bundesliga,Germany,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SV+Meppen.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Germany.png
Centro Atlético Fénix,Uruguayan Primera División,Uruguay,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Centro+Atlético+Fénix.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Uruguay.png
South Africa,,South Africa,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/South+Africa.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/South+Africa.png
Club Guaraní,Paraguayan Primera División,Paraguay,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Club+Guaraní.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Paraguay.png
Atlético Tucumán,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Atlético+Tucumán.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Shandong Luneng TaiShan FC,Chinese Super League,China PR,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Shandong+Luneng+TaiShan+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/China+PR.png
FC Viitorul,Romanian Liga I,Romania,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Viitorul.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Romania.png
Nashville SC,USA Major League Soccer,United States,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Nashville+SC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/United+States.png
Venezia FC,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Venezia+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
BB Erzurumspor,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/BB+Erzurumspor.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
Australia,,Australia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Australia.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Australia.png
Notts County,English League Two,England,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Notts+County.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/England.png
KV Kortrijk,Belgian Jupiler Pro League,Belgium,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/KV+Kortrijk.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Belgium.png
FC Rostov,Russian Premier League,Russia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Rostov.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Russia.png
Alianza Lima,Peruvian Primera División,Peru,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Alianza+Lima.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Peru.png
Coritiba,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Coritiba.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Podbeskidzie Bielsko-Biała,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Podbeskidzie+Bielsko-Biała.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
CD Huachipato,Chilian Campeonato Nacional,Chile,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/CD+Huachipato.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Chile.png
Brisbane Roar,Australian Hyundai A-League,Australia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Brisbane+Roar.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Australia.png
Warta Poznań,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Warta+Poznań.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
Central Córdoba,Argentina Primera División,Argentina,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Central+Córdoba.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Argentina.png
Hebei China Fortune FC,Chinese Super League,China PR,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Hebei+China+Fortune+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/China+PR.png
Sepsi OSK,Romanian Liga I,Romania,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sepsi+OSK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Romania.png
Varbergs BoIS,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Varbergs+BoIS.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
Kaizer Chiefs,South African Premier Division,South Africa,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Kaizer+Chiefs.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/South+Africa.png
Sarpsborg 08 FF,Norwegian Eliteserien,Norway,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sarpsborg+08+FF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Norway.png
Al Taawoun,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Al+Taawoun.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
Sagan Tosu,Japanese J. League Division 1,Japan,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Sagan+Tosu.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Japan.png
Oita Trinita,Japanese J. League Division 1,Japan,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Oita+Trinita.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Japan.png
Pescara,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Pescara.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Helsingborgs IF,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Helsingborgs+IF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
Botafogo,Campeonato Brasileiro Série A,Brazil,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Botafogo.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Brazil.png
Örebro SK,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Örebro+SK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
SønderjyskE,Danish Superliga,Denmark,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SønderjyskE.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Denmark.png
Aalesunds FK,Norwegian Eliteserien,Norway,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Aalesunds+FK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Norway.png
FC Anzhi Makhachkala,Russian Premier League,Russia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FC+Anzhi+Makhachkala.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Russia.png
Gençlerbirliği SK,Turkish Süper Lig,Turkey,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Gençlerbirliği+SK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Turkey.png
Cesena,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Cesena.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Kaizer Chiefs,South African Premier Division,South Africa,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Kaizer+Chiefs.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/South+Africa.png
Bulgaria,,Bulgaria,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Bulgaria.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Bulgaria.png
FK Haugesund,Norwegian Eliteserien,Norway,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/FK+Haugesund.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Norway.png
Pohang Steelers,Korean K League 1,Korea Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Pohang+Steelers.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Korea+Republic.png
Busan IPark,Korean K League 1,Korea Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Busan+IPark.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Korea+Republic.png
Wisła Płock,Polish T-Mobile Ekstraklasa,Poland,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Wisła+Płock.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Poland.png
Lyngby BK,Danish Superliga,Denmark,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Lyngby+BK.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Denmark.png
SKA Khabarovsk,Russian Premier League,Russia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/SKA+Khabarovsk.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Russia.png
Pisa,Italian Serie B,Italy,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Pisa.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Italy.png
Incheon United FC,Korean K League 1,Korea Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Incheon+United+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Korea+Republic.png
Mjällby AIF,Swedish Allsvenskan,Sweden,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Mjällby+AIF.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Sweden.png
Gangwon FC,Korean K League 1,Korea Republic,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Gangwon+FC.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Korea+Republic.png
Chongqing Dangdai Lifan FC SWM Team,Chinese Super League,China PR,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Chongqing+Dangdai+Lifan+FC+SWM+Team.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/China+PR.png
Al Wehda,Saudi Abdul L. Jameel League,Saudi Arabia,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Al+Wehda.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Saudi+Arabia.png
Nacional Asunción,Paraguayan Primera División,Paraguay,https://asefifaplayers.s3.eu-central-1.amazonaws.com/clubLogo/Nacional+Asunción.png,https://asefifaplayers.s3.eu-central-1.amazonaws.com/countryFlags/Paraguay.png
